nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,jahr_letzte_wahl,uebereinstimmung_regierung,interessen
205,61,männlich,NRW,progressiv,AfD,immer,Migration,YouTube,10,False,,0.95,"Sport, Technologie, Politik"
206,29,divers,Hessen,zentristisch,SPD,immer,Sicherheit,Facebook-Gruppen,0,False,2024.0,0.87,"Technologie, Sport, Essen"
207,20,weiblich,Hamburg,progressiv,AfD,immer,Migration,FAZ,1,True,,0.85,"Musik, Essen, Politik"
208,59,weiblich,Sachsen,konservativ,Die Linke,immer,Klima,TikTok,6,True,,0.78,"Politik, Technologie, Reisen"
209,31,weiblich,Hamburg,zentristisch,AfD,gelegentlich,Klima,FAZ,3,True,2017.0,0.4,"Wirtschaft, Essen, Klima"
210,27,divers,Berlin,konservativ,SPD,immer,Gesundheit,YouTube,6,False,2017.0,0.29,"Essen, Reisen, Politik"
211,61,männlich,Sachsen,konservativ,FDP,immer,Bildung,TikTok,9,True,,0.7,"Wirtschaft, Klima, Politik"
212,49,divers,NRW,konservativ,AfD,immer,Gesundheit,FAZ,9,False,2021.0,0.96,"Politik, Bildung, Technologie"
213,68,männlich,Bayern,liberal,SPD,nie,Gesundheit,Facebook-Gruppen,9,False,2017.0,0.65,"Politik, Sport, Technologie"
214,44,divers,Hessen,liberal,CDU,immer,Migration,FAZ,9,True,,0.4,"Reisen, Musik, Wirtschaft"
215,18,männlich,Berlin,zentristisch,AfD,immer,Klima,TikTok,6,False,,0.05,"Musik, Klima, Politik"
216,43,weiblich,Bayern,zentristisch,FDP,immer,Klima,FAZ,4,True,,0.71,"Bildung, Sport, Reisen"
217,25,weiblich,Hessen,progressiv,SPD,gelegentlich,Gesundheit,YouTube,8,False,2024.0,0.79,"Wirtschaft, Technologie, Reisen"
218,57,divers,Hamburg,progressiv,AfD,immer,Steuern,Tagesschau,10,True,2024.0,0.67,"Sport, Musik, Klima"
219,28,divers,Sachsen,konservativ,CDU,nie,Sicherheit,Telegram,3,True,2017.0,0.73,"Klima, Technologie, Sport"
220,22,divers,Hamburg,konservativ,CDU,immer,Klima,TikTok,8,False,2017.0,0.39,"Politik, Bildung, Musik"
221,47,männlich,Bayern,zentristisch,CDU,immer,Migration,Telegram,2,False,,0.88,"Politik, Musik, Technologie"
222,26,männlich,NRW,liberal,AfD,gelegentlich,Gesundheit,TikTok,8,True,2021.0,0.83,"Essen, Politik, Reisen"
223,37,divers,NRW,konservativ,Grüne,gelegentlich,Sicherheit,FAZ,9,True,2021.0,0.34,"Sport, Klima, Politik"
224,43,divers,Bayern,zentristisch,FDP,nie,Migration,Spiegel,1,True,2024.0,0.09,"Sport, Technologie, Musik"
225,26,divers,Sachsen,konservativ,Die Linke,gelegentlich,Migration,Telegram,7,True,2017.0,0.46,"Essen, Bildung, Musik"
226,22,divers,NRW,zentristisch,Grüne,nie,Sicherheit,Telegram,7,False,,0.79,"Technologie, Sport, Politik"
227,50,divers,NRW,liberal,Die Linke,immer,Steuern,FAZ,7,True,2024.0,0.27,"Wirtschaft, Essen, Politik"
228,50,weiblich,Sachsen,liberal,AfD,immer,Steuern,Telegram,9,False,2021.0,0.47,"Technologie, Musik, Politik"
229,36,männlich,Hessen,progressiv,AfD,immer,Steuern,Tagesschau,2,True,2021.0,0.92,"Musik, Essen, Bildung"
230,69,divers,Hamburg,zentristisch,Grüne,gelegentlich,Sicherheit,Telegram,4,False,2021.0,0.26,"Technologie, Musik, Reisen"
231,41,männlich,Sachsen,zentristisch,SPD,gelegentlich,Bildung,Spiegel,2,False,2024.0,0.96,"Politik, Essen, Sport"
232,24,männlich,Hamburg,zentristisch,CDU,immer,Klima,TikTok,3,False,2021.0,0.6,"Klima, Politik, Essen"
233,71,divers,Hamburg,progressiv,FDP,immer,Migration,YouTube,5,False,2024.0,0.31,"Technologie, Wirtschaft, Klima"
234,20,männlich,Sachsen,liberal,SPD,immer,Bildung,TikTok,5,False,,0.05,"Politik, Technologie, Klima"
235,26,männlich,Sachsen,liberal,FDP,immer,Migration,YouTube,1,False,2021.0,0.74,"Sport, Reisen, Politik"
236,45,männlich,Hamburg,liberal,FDP,immer,Sicherheit,YouTube,4,True,2017.0,0.61,"Essen, Musik, Bildung"
237,72,weiblich,Sachsen,liberal,Grüne,immer,Migration,Facebook-Gruppen,4,True,2024.0,0.4,"Essen, Bildung, Technologie"
238,27,männlich,Berlin,progressiv,AfD,immer,Gesundheit,Spiegel,7,False,2021.0,0.27,"Reisen, Musik, Essen"
239,44,weiblich,Bayern,liberal,CDU,gelegentlich,Migration,Spiegel,0,True,,0.04,"Politik, Musik, Essen"
240,58,weiblich,Berlin,progressiv,AfD,immer,Migration,YouTube,1,True,,0.08,"Sport, Reisen, Klima"
241,21,weiblich,Bayern,zentristisch,FDP,immer,Sicherheit,TikTok,10,True,2017.0,0.61,"Wirtschaft, Sport, Technologie"
242,26,männlich,NRW,konservativ,AfD,immer,Steuern,YouTube,7,False,2024.0,0.46,"Klima, Bildung, Reisen"
243,73,männlich,Berlin,konservativ,Die Linke,gelegentlich,Migration,YouTube,5,True,2017.0,0.33,"Sport, Klima, Musik"
244,36,männlich,Hamburg,progressiv,FDP,immer,Steuern,TikTok,10,True,,0.71,"Bildung, Klima, Sport"
245,22,weiblich,NRW,liberal,Grüne,immer,Migration,Facebook-Gruppen,6,True,,0.63,"Bildung, Technologie, Reisen"
246,49,männlich,Hessen,progressiv,Die Linke,gelegentlich,Sicherheit,Facebook-Gruppen,1,False,2021.0,0.82,"Essen, Sport, Wirtschaft"
247,54,männlich,Hamburg,liberal,Die Linke,gelegentlich,Migration,TikTok,0,False,,0.35,"Technologie, Bildung, Sport"
248,63,männlich,Berlin,zentristisch,SPD,immer,Bildung,YouTube,1,False,2024.0,0.56,"Wirtschaft, Bildung, Reisen"
249,21,weiblich,NRW,progressiv,Die Linke,gelegentlich,Klima,Spiegel,3,False,2017.0,0.1,"Sport, Technologie, Wirtschaft"
250,30,divers,Bayern,konservativ,AfD,gelegentlich,Migration,Tagesschau,4,True,,0.87,"Reisen, Politik, Technologie"
251,54,divers,Sachsen,konservativ,CDU,gelegentlich,Gesundheit,TikTok,5,True,2024.0,0.01,"Politik, Bildung, Musik"
252,57,divers,NRW,konservativ,SPD,immer,Sicherheit,Tagesschau,6,False,,0.84,"Sport, Klima, Essen"
253,56,weiblich,NRW,liberal,SPD,nie,Klima,Spiegel,9,True,,0.54,"Wirtschaft, Politik, Essen"
254,24,weiblich,Bayern,konservativ,Grüne,immer,Sicherheit,TikTok,0,False,,0.03,"Technologie, Musik, Wirtschaft"
255,67,männlich,Hamburg,zentristisch,FDP,nie,Klima,YouTube,9,True,2021.0,0.3,"Klima, Reisen, Musik"
256,74,männlich,Hessen,liberal,Die Linke,gelegentlich,Steuern,Tagesschau,5,True,,0.37,"Sport, Bildung, Essen"
257,68,divers,NRW,konservativ,CDU,immer,Migration,Spiegel,10,False,2021.0,0.06,"Sport, Bildung, Politik"
258,35,weiblich,NRW,progressiv,Grüne,immer,Klima,FAZ,5,True,2017.0,0.1,"Politik, Musik, Technologie"
259,37,weiblich,Berlin,zentristisch,Die Linke,nie,Sicherheit,Spiegel,1,False,2017.0,0.04,"Bildung, Technologie, Wirtschaft"
260,62,divers,Sachsen,konservativ,FDP,immer,Sicherheit,TikTok,1,True,,0.05,"Musik, Sport, Klima"
261,70,männlich,Bayern,liberal,FDP,immer,Gesundheit,Telegram,9,False,2017.0,0.5,"Wirtschaft, Essen, Bildung"
262,54,weiblich,Bayern,progressiv,FDP,immer,Steuern,Facebook-Gruppen,7,True,2017.0,0.06,"Politik, Musik, Essen"
263,57,weiblich,Berlin,liberal,SPD,immer,Steuern,Spiegel,8,False,2021.0,0.37,"Musik, Wirtschaft, Reisen"
264,50,männlich,Sachsen,progressiv,FDP,immer,Klima,Telegram,9,False,2024.0,0.3,"Politik, Wirtschaft, Musik"
265,62,weiblich,Berlin,progressiv,CDU,immer,Bildung,FAZ,0,True,2024.0,0.66,"Klima, Technologie, Essen"
266,19,weiblich,NRW,konservativ,CDU,immer,Steuern,FAZ,8,False,,0.26,"Reisen, Essen, Technologie"
267,23,männlich,Hamburg,liberal,CDU,immer,Steuern,Facebook-Gruppen,5,False,,0.92,"Klima, Essen, Politik"
268,72,weiblich,Bayern,konservativ,SPD,immer,Klima,Telegram,7,False,,0.44,"Politik, Wirtschaft, Musik"
269,71,divers,Bayern,progressiv,AfD,immer,Klima,YouTube,5,True,2024.0,0.19,"Klima, Wirtschaft, Musik"
270,48,divers,Bayern,konservativ,Die Linke,immer,Bildung,TikTok,7,False,2024.0,0.66,"Musik, Sport, Politik"
271,74,divers,Berlin,progressiv,FDP,nie,Sicherheit,YouTube,7,False,2021.0,0.59,"Sport, Wirtschaft, Politik"
272,45,männlich,Berlin,zentristisch,FDP,gelegentlich,Gesundheit,TikTok,6,True,2024.0,0.9,"Klima, Musik, Bildung"
273,33,männlich,Hessen,zentristisch,AfD,immer,Gesundheit,TikTok,3,False,2017.0,0.67,"Sport, Essen, Musik"
274,57,weiblich,Bayern,zentristisch,Grüne,immer,Migration,Spiegel,2,True,,0.74,"Musik, Klima, Politik"
275,19,männlich,Hessen,zentristisch,FDP,gelegentlich,Klima,Tagesschau,5,True,2021.0,0.86,"Politik, Wirtschaft, Essen"
276,32,weiblich,Bayern,zentristisch,CDU,gelegentlich,Steuern,FAZ,3,False,2024.0,0.15,"Wirtschaft, Essen, Technologie"
277,56,weiblich,Hamburg,liberal,SPD,immer,Sicherheit,Spiegel,4,True,2017.0,0.94,"Technologie, Essen, Bildung"
278,21,weiblich,Berlin,konservativ,AfD,immer,Sicherheit,YouTube,10,False,2021.0,0.71,"Reisen, Politik, Sport"
279,70,divers,Berlin,progressiv,Die Linke,immer,Klima,TikTok,3,False,2021.0,0.57,"Essen, Technologie, Bildung"
280,75,divers,NRW,liberal,CDU,gelegentlich,Bildung,YouTube,6,True,,0.74,"Politik, Wirtschaft, Bildung"
281,51,männlich,Hamburg,progressiv,AfD,immer,Steuern,Tagesschau,6,False,2017.0,0.24,"Essen, Politik, Bildung"
282,29,weiblich,Hessen,konservativ,SPD,gelegentlich,Migration,YouTube,4,False,2024.0,0.68,"Essen, Technologie, Klima"
283,25,divers,Berlin,progressiv,FDP,immer,Klima,Telegram,3,False,,0.85,"Reisen, Politik, Technologie"
284,51,männlich,Bayern,liberal,Die Linke,immer,Steuern,FAZ,9,False,2017.0,0.95,"Politik, Essen, Wirtschaft"
285,45,männlich,Hamburg,konservativ,Grüne,immer,Gesundheit,YouTube,4,False,,0.76,"Reisen, Musik, Politik"
286,23,männlich,Hamburg,zentristisch,CDU,immer,Sicherheit,Spiegel,0,True,2024.0,0.84,"Wirtschaft, Politik, Bildung"
287,49,weiblich,Berlin,liberal,SPD,immer,Gesundheit,Telegram,4,False,,0.28,"Klima, Sport, Bildung"
288,52,männlich,Sachsen,zentristisch,SPD,immer,Bildung,Facebook-Gruppen,2,False,2024.0,0.6,"Reisen, Klima, Essen"
289,72,divers,Berlin,progressiv,SPD,immer,Steuern,Tagesschau,2,True,2024.0,0.98,"Politik, Technologie, Essen"
290,59,weiblich,Bayern,progressiv,Die Linke,immer,Migration,TikTok,2,False,,0.79,"Reisen, Musik, Essen"
291,50,männlich,Hessen,zentristisch,FDP,nie,Klima,FAZ,9,True,2017.0,0.37,"Bildung, Musik, Wirtschaft"
292,38,divers,NRW,konservativ,AfD,nie,Klima,Tagesschau,1,True,2017.0,0.76,"Klima, Politik, Wirtschaft"
293,51,männlich,NRW,zentristisch,Grüne,gelegentlich,Klima,Tagesschau,7,False,2021.0,0.65,"Musik, Sport, Bildung"
294,48,männlich,Berlin,progressiv,CDU,immer,Steuern,FAZ,6,False,2024.0,0.02,"Politik, Reisen, Sport"
295,41,männlich,Sachsen,liberal,FDP,gelegentlich,Migration,Telegram,1,False,2017.0,0.81,"Essen, Klima, Bildung"
296,40,divers,Hamburg,zentristisch,SPD,immer,Sicherheit,Facebook-Gruppen,2,True,2021.0,0.19,"Klima, Essen, Sport"
297,44,weiblich,Hessen,zentristisch,CDU,immer,Sicherheit,YouTube,0,False,2024.0,0.84,"Sport, Reisen, Politik"
298,74,männlich,Hamburg,konservativ,FDP,immer,Migration,YouTube,9,True,2024.0,0.2,"Bildung, Politik, Essen"
299,64,weiblich,Hamburg,zentristisch,AfD,immer,Sicherheit,Spiegel,4,True,2017.0,0.75,"Politik, Musik, Wirtschaft"
300,20,weiblich,Hamburg,progressiv,Grüne,immer,Migration,TikTok,7,True,2017.0,0.23,"Sport, Politik, Musik"
301,61,divers,Berlin,zentristisch,CDU,immer,Steuern,Facebook-Gruppen,7,True,2021.0,0.4,"Essen, Wirtschaft, Reisen"
302,54,männlich,Hessen,zentristisch,SPD,immer,Klima,TikTok,8,True,2017.0,0.6,"Klima, Technologie, Reisen"
303,45,männlich,Hamburg,zentristisch,CDU,immer,Migration,Tagesschau,8,True,,0.37,"Reisen, Technologie, Wirtschaft"
304,25,männlich,Hamburg,progressiv,AfD,immer,Steuern,YouTube,0,False,2024.0,0.38,"Musik, Sport, Politik"
305,52,männlich,Bayern,konservativ,FDP,gelegentlich,Klima,TikTok,7,False,2024.0,0.18,"Essen, Bildung, Musik"
306,30,männlich,Berlin,liberal,FDP,gelegentlich,Gesundheit,FAZ,7,True,,0.27,"Klima, Bildung, Politik"
307,40,weiblich,NRW,progressiv,CDU,gelegentlich,Sicherheit,FAZ,10,False,2024.0,0.96,"Technologie, Politik, Bildung"
308,58,männlich,Sachsen,zentristisch,CDU,immer,Klima,Spiegel,9,True,2021.0,0.4,"Essen, Musik, Reisen"
309,69,weiblich,Berlin,konservativ,SPD,immer,Gesundheit,FAZ,1,True,2021.0,0.73,"Wirtschaft, Sport, Essen"
310,75,männlich,Bayern,liberal,Grüne,gelegentlich,Bildung,Facebook-Gruppen,10,False,2021.0,0.67,"Wirtschaft, Bildung, Technologie"
311,56,männlich,NRW,progressiv,Grüne,immer,Gesundheit,Facebook-Gruppen,2,True,,0.41,"Essen, Bildung, Reisen"
312,51,weiblich,Sachsen,konservativ,Die Linke,immer,Klima,FAZ,1,True,,0.44,"Klima, Bildung, Technologie"
313,44,divers,Sachsen,progressiv,FDP,gelegentlich,Gesundheit,Facebook-Gruppen,2,True,2021.0,0.72,"Musik, Reisen, Technologie"
314,57,divers,Sachsen,zentristisch,FDP,nie,Gesundheit,TikTok,10,True,2021.0,0.75,"Reisen, Klima, Bildung"
315,30,männlich,Berlin,progressiv,Grüne,immer,Gesundheit,Telegram,1,True,2024.0,0.96,"Reisen, Politik, Klima"
316,24,männlich,NRW,liberal,Grüne,nie,Klima,Telegram,7,True,2017.0,0.97,"Sport, Politik, Reisen"
317,32,männlich,Hamburg,progressiv,CDU,immer,Klima,Facebook-Gruppen,10,False,2017.0,0.26,"Musik, Bildung, Politik"
318,75,weiblich,Hamburg,konservativ,Grüne,nie,Gesundheit,Telegram,5,False,,0.88,"Bildung, Wirtschaft, Technologie"
319,60,männlich,Hessen,konservativ,Grüne,nie,Migration,Facebook-Gruppen,6,False,2021.0,0.76,"Bildung, Wirtschaft, Politik"
320,61,weiblich,Hamburg,konservativ,Grüne,gelegentlich,Klima,YouTube,2,False,2024.0,0.68,"Klima, Essen, Politik"
321,25,weiblich,NRW,konservativ,AfD,immer,Steuern,Telegram,8,False,,0.43,"Bildung, Klima, Politik"
322,31,divers,Sachsen,liberal,Die Linke,immer,Steuern,Spiegel,7,True,2021.0,0.03,"Reisen, Wirtschaft, Technologie"
323,42,divers,Sachsen,progressiv,SPD,gelegentlich,Sicherheit,YouTube,3,True,2021.0,0.38,"Musik, Reisen, Wirtschaft"
324,45,weiblich,Hamburg,progressiv,FDP,immer,Klima,TikTok,1,True,2024.0,0.34,"Essen, Musik, Bildung"
325,60,weiblich,Bayern,zentristisch,AfD,immer,Klima,Spiegel,1,True,2021.0,0.81,"Reisen, Klima, Sport"
326,23,divers,Hamburg,liberal,FDP,nie,Gesundheit,YouTube,3,False,2021.0,0.54,"Politik, Klima, Wirtschaft"
327,59,divers,Berlin,liberal,AfD,immer,Klima,Telegram,5,True,2021.0,0.59,"Wirtschaft, Politik, Essen"
328,50,weiblich,Hamburg,zentristisch,AfD,immer,Steuern,FAZ,8,True,2017.0,0.47,"Reisen, Essen, Klima"
329,34,männlich,Hessen,liberal,Grüne,nie,Sicherheit,Tagesschau,0,True,2024.0,0.23,"Musik, Technologie, Reisen"
330,47,divers,Berlin,zentristisch,SPD,gelegentlich,Sicherheit,Spiegel,5,False,2024.0,0.41,"Musik, Reisen, Bildung"
331,69,weiblich,Berlin,liberal,AfD,immer,Steuern,FAZ,10,False,,0.65,"Technologie, Musik, Bildung"
332,67,weiblich,Berlin,liberal,FDP,immer,Bildung,TikTok,1,False,,0.15,"Reisen, Klima, Bildung"
333,61,divers,Sachsen,konservativ,AfD,immer,Gesundheit,Facebook-Gruppen,5,False,2021.0,0.28,"Technologie, Sport, Wirtschaft"
334,26,divers,NRW,progressiv,Grüne,immer,Gesundheit,Facebook-Gruppen,0,True,,0.53,"Sport, Klima, Essen"
335,20,weiblich,Hessen,zentristisch,AfD,gelegentlich,Migration,YouTube,9,False,2021.0,0.36,"Politik, Reisen, Wirtschaft"
336,50,männlich,Bayern,konservativ,Grüne,immer,Sicherheit,Spiegel,4,False,,0.9,"Wirtschaft, Essen, Musik"
337,72,männlich,Hessen,progressiv,Die Linke,gelegentlich,Gesundheit,TikTok,8,True,2021.0,0.3,"Technologie, Bildung, Musik"
338,72,weiblich,Hessen,zentristisch,SPD,gelegentlich,Bildung,Facebook-Gruppen,6,True,2024.0,0.8,"Essen, Technologie, Wirtschaft"
339,20,divers,Sachsen,liberal,CDU,immer,Bildung,Tagesschau,7,True,2021.0,0.68,"Technologie, Klima, Wirtschaft"
340,29,weiblich,Sachsen,progressiv,CDU,gelegentlich,Gesundheit,TikTok,1,True,2017.0,0.0,"Bildung, Reisen, Wirtschaft"
341,57,divers,Bayern,liberal,CDU,nie,Migration,FAZ,9,True,2024.0,0.91,"Sport, Bildung, Technologie"
342,30,divers,Sachsen,zentristisch,FDP,immer,Migration,Telegram,0,False,2024.0,0.94,"Politik, Sport, Essen"
343,21,männlich,Hamburg,progressiv,Die Linke,gelegentlich,Gesundheit,TikTok,7,False,2017.0,0.34,"Musik, Wirtschaft, Sport"
344,33,weiblich,Hessen,konservativ,FDP,gelegentlich,Steuern,Spiegel,0,True,2017.0,0.4,"Musik, Essen, Klima"
345,22,weiblich,Hamburg,konservativ,SPD,gelegentlich,Klima,FAZ,4,False,2024.0,0.25,"Klima, Politik, Reisen"
346,73,männlich,Sachsen,konservativ,AfD,immer,Bildung,Tagesschau,0,False,2021.0,0.05,"Reisen, Sport, Technologie"
347,37,männlich,NRW,progressiv,CDU,immer,Gesundheit,TikTok,9,True,,0.39,"Sport, Musik, Klima"
348,28,männlich,Sachsen,konservativ,Grüne,gelegentlich,Klima,FAZ,0,True,,1.0,"Klima, Musik, Politik"
349,20,weiblich,Berlin,konservativ,Die Linke,immer,Steuern,Tagesschau,10,True,,0.88,"Klima, Politik, Technologie"
350,54,weiblich,Hamburg,progressiv,SPD,gelegentlich,Migration,YouTube,1,True,2021.0,0.72,"Politik, Klima, Essen"
351,64,divers,Hessen,liberal,AfD,gelegentlich,Klima,FAZ,1,False,,0.38,"Politik, Bildung, Reisen"
352,31,weiblich,NRW,liberal,FDP,immer,Migration,Telegram,2,False,2024.0,0.49,"Technologie, Essen, Sport"
353,28,männlich,Berlin,zentristisch,CDU,nie,Bildung,Telegram,6,True,2024.0,0.13,"Technologie, Musik, Politik"
354,75,männlich,Bayern,konservativ,AfD,gelegentlich,Gesundheit,YouTube,0,False,2024.0,0.11,"Bildung, Wirtschaft, Klima"
355,30,divers,Sachsen,konservativ,AfD,immer,Klima,Telegram,9,True,2017.0,0.79,"Sport, Bildung, Klima"
356,73,divers,Sachsen,liberal,CDU,gelegentlich,Migration,Telegram,10,False,,0.47,"Technologie, Wirtschaft, Bildung"
357,44,männlich,Sachsen,zentristisch,AfD,nie,Klima,FAZ,6,True,2017.0,0.23,"Technologie, Reisen, Musik"
358,64,männlich,Bayern,zentristisch,Die Linke,immer,Steuern,Tagesschau,6,True,2024.0,0.88,"Politik, Bildung, Reisen"
359,39,divers,Hessen,liberal,SPD,immer,Migration,FAZ,7,False,,0.82,"Klima, Technologie, Sport"
360,37,divers,Sachsen,progressiv,CDU,immer,Gesundheit,YouTube,5,False,2021.0,0.07,"Wirtschaft, Technologie, Reisen"
361,39,männlich,Sachsen,liberal,CDU,gelegentlich,Sicherheit,TikTok,5,True,,0.96,"Essen, Politik, Bildung"
362,68,divers,Hessen,zentristisch,AfD,immer,Gesundheit,FAZ,5,True,2024.0,0.23,"Wirtschaft, Essen, Musik"
363,72,weiblich,Bayern,progressiv,FDP,immer,Sicherheit,YouTube,4,False,2021.0,0.08,"Musik, Essen, Technologie"
364,40,divers,Hessen,liberal,CDU,nie,Steuern,YouTube,0,True,2024.0,0.36,"Politik, Reisen, Essen"
365,40,divers,Hamburg,konservativ,Die Linke,gelegentlich,Gesundheit,Facebook-Gruppen,5,True,2017.0,0.95,"Wirtschaft, Essen, Politik"
366,34,männlich,Hamburg,zentristisch,AfD,immer,Migration,YouTube,1,True,,0.62,"Bildung, Reisen, Politik"
367,47,divers,Hamburg,konservativ,CDU,gelegentlich,Migration,Tagesschau,0,True,2017.0,0.88,"Technologie, Sport, Musik"
368,48,divers,Bayern,liberal,CDU,immer,Gesundheit,YouTube,5,True,2021.0,0.8,"Wirtschaft, Technologie, Bildung"
369,69,divers,Hessen,progressiv,Die Linke,gelegentlich,Bildung,Facebook-Gruppen,9,True,,0.91,"Technologie, Reisen, Essen"
370,44,divers,Hessen,konservativ,FDP,gelegentlich,Sicherheit,TikTok,0,True,2017.0,0.54,"Essen, Bildung, Politik"
371,71,männlich,Hamburg,zentristisch,FDP,immer,Migration,Facebook-Gruppen,3,False,,0.75,"Essen, Sport, Technologie"
372,31,männlich,Sachsen,progressiv,Grüne,immer,Sicherheit,YouTube,10,True,2017.0,0.38,"Reisen, Klima, Musik"
373,34,divers,Hessen,liberal,SPD,gelegentlich,Klima,Tagesschau,7,False,2021.0,0.28,"Reisen, Klima, Technologie"
374,48,männlich,Berlin,konservativ,FDP,gelegentlich,Migration,FAZ,5,True,2021.0,0.31,"Wirtschaft, Klima, Musik"
375,43,divers,Sachsen,konservativ,AfD,nie,Migration,YouTube,7,True,2017.0,0.82,"Technologie, Bildung, Politik"
376,25,divers,Bayern,progressiv,Die Linke,immer,Steuern,Spiegel,4,True,2021.0,0.73,"Reisen, Klima, Musik"
377,51,weiblich,Hessen,progressiv,FDP,gelegentlich,Gesundheit,Facebook-Gruppen,9,False,2024.0,0.96,"Musik, Technologie, Wirtschaft"
378,24,weiblich,Berlin,progressiv,CDU,immer,Migration,TikTok,6,False,,0.35,"Klima, Technologie, Politik"
379,49,weiblich,Bayern,liberal,Die Linke,immer,Klima,TikTok,4,False,2024.0,0.02,"Politik, Bildung, Klima"
380,38,männlich,Sachsen,konservativ,AfD,gelegentlich,Bildung,YouTube,4,False,2021.0,0.86,"Technologie, Wirtschaft, Bildung"
381,44,männlich,NRW,liberal,FDP,nie,Gesundheit,TikTok,4,True,,0.33,"Musik, Sport, Essen"
382,39,weiblich,Sachsen,konservativ,AfD,immer,Gesundheit,Facebook-Gruppen,4,True,2024.0,0.09,"Musik, Wirtschaft, Technologie"
383,28,männlich,NRW,konservativ,FDP,immer,Bildung,Facebook-Gruppen,9,False,2017.0,0.89,"Wirtschaft, Musik, Essen"
384,74,weiblich,NRW,progressiv,AfD,gelegentlich,Klima,TikTok,9,False,,0.29,"Musik, Reisen, Bildung"
385,68,männlich,Sachsen,liberal,Die Linke,nie,Bildung,Telegram,0,True,,0.83,"Essen, Sport, Politik"
386,44,weiblich,Hessen,zentristisch,Die Linke,immer,Sicherheit,Spiegel,10,False,2024.0,0.0,"Politik, Klima, Technologie"
387,32,männlich,Hessen,konservativ,CDU,immer,Gesundheit,TikTok,3,True,2017.0,0.86,"Bildung, Technologie, Musik"
388,26,männlich,Bayern,liberal,Die Linke,nie,Steuern,Telegram,5,True,,0.51,"Wirtschaft, Musik, Essen"
389,69,männlich,Hessen,konservativ,SPD,immer,Bildung,Facebook-Gruppen,1,True,2024.0,0.47,"Technologie, Politik, Sport"
390,56,männlich,Hessen,liberal,AfD,immer,Steuern,Facebook-Gruppen,9,False,2017.0,0.3,"Wirtschaft, Klima, Technologie"
391,19,männlich,Bayern,liberal,SPD,immer,Bildung,Tagesschau,0,True,,0.85,"Politik, Bildung, Wirtschaft"
392,58,divers,Hamburg,konservativ,Grüne,gelegentlich,Bildung,FAZ,0,False,2017.0,0.98,"Klima, Technologie, Wirtschaft"
393,18,divers,Hessen,progressiv,SPD,immer,Sicherheit,TikTok,2,True,2017.0,0.34,"Musik, Essen, Bildung"
394,56,männlich,NRW,konservativ,AfD,immer,Sicherheit,Facebook-Gruppen,7,False,,0.88,"Bildung, Musik, Wirtschaft"
395,68,weiblich,NRW,liberal,CDU,immer,Sicherheit,FAZ,6,True,,0.71,"Musik, Sport, Technologie"
396,42,männlich,Hamburg,zentristisch,Die Linke,immer,Steuern,Facebook-Gruppen,6,True,2021.0,0.7,"Essen, Reisen, Sport"
397,66,weiblich,Hamburg,konservativ,SPD,immer,Gesundheit,Tagesschau,5,False,,0.97,"Klima, Technologie, Wirtschaft"
398,51,weiblich,Hamburg,progressiv,CDU,immer,Steuern,Telegram,2,False,2021.0,0.13,"Klima, Bildung, Sport"
399,48,weiblich,Hessen,liberal,AfD,nie,Klima,Facebook-Gruppen,7,False,2017.0,0.41,"Musik, Bildung, Wirtschaft"
400,55,männlich,NRW,konservativ,Grüne,immer,Steuern,Telegram,8,False,2017.0,0.96,"Technologie, Essen, Bildung"
401,73,divers,Berlin,zentristisch,SPD,immer,Migration,TikTok,5,False,2024.0,0.84,"Politik, Essen, Wirtschaft"
402,46,männlich,Bayern,konservativ,FDP,immer,Steuern,Tagesschau,9,True,2024.0,0.07,"Bildung, Politik, Wirtschaft"
403,70,divers,Sachsen,liberal,Die Linke,immer,Bildung,YouTube,7,False,2024.0,0.46,"Essen, Wirtschaft, Reisen"
404,73,männlich,NRW,konservativ,Die Linke,immer,Bildung,FAZ,3,True,,0.03,"Klima, Politik, Technologie"
405,45,weiblich,Sachsen,zentristisch,Die Linke,gelegentlich,Sicherheit,YouTube,4,False,2017.0,0.09,"Bildung, Klima, Wirtschaft"
406,57,weiblich,Berlin,progressiv,CDU,immer,Bildung,TikTok,4,True,2021.0,0.78,"Musik, Politik, Reisen"
407,41,divers,Bayern,zentristisch,FDP,immer,Sicherheit,Spiegel,1,False,2021.0,0.05,"Reisen, Bildung, Essen"
