nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
211,61,männlich,Sachsen,konservativ,SPD,immer,Bildung,TikTok,9,True,0.7,"Wirtschaft, Klima, Politik",CDU
212,49,weiblich,NRW,konservativ,SPD,immer,Gesundheit,FAZ,9,False,0.96,"Politik, Bildung, Technologie",AfD
213,68,männlich,Bayern,liberal,,nie,Gesundheit,Facebook-Gruppen,9,False,0.65,"Politik, Sport, Technologie",SPD
214,44,männlich,Hessen,liberal,CDU,immer,Migration,FAZ,9,True,0.4,"Reisen, Musik, Wirtschaft",Grüne
215,18,männlich,Berlin,zentristisch,,nie,Klima,TikTok,6,False,0.05,"Musik, Klima, Politik",FDP
216,43,weiblich,Bayern,zentristisch,Grüne,immer,Klima,FAZ,4,True,0.71,"Bildung, Sport, Reisen",CDU
217,25,weiblich,Hessen,progressiv,CDU,gelegentlich,Gesundheit,YouTube,8,False,0.79,"Wirtschaft, Technologie, Reisen",Linke
218,57,weiblich,Hamburg,progressiv,FDP,immer,Steuern,Tagesschau,10,True,0.67,"Sport, Musik, Klima",Linke
219,28,männlich,Sachsen,konservativ,,nie,Sicherheit,Telegram,3,True,0.73,"Klima, Technologie, Sport",AfD
220,22,männlich,Hamburg,konservativ,CDU,immer,Klima,TikTok,8,False,0.39,"Politik, Bildung, Musik",FDP
221,47,männlich,Bayern,zentristisch,CDU,immer,Migration,Telegram,2,False,0.88,"Politik, Musik, Technologie",FDP
222,26,männlich,NRW,liberal,,nie,Gesundheit,TikTok,8,True,0.83,"Essen, Politik, Reisen",SPD
223,37,weiblich,NRW,konservativ,CDU,gelegentlich,Sicherheit,FAZ,9,True,0.34,"Sport, Klima, Politik",CDU
224,43,männlich,Bayern,zentristisch,,nie,Migration,Spiegel,1,True,0.09,"Sport, Technologie, Musik",SPD
225,26,weiblich,Sachsen,konservativ,,nie,Migration,Telegram,7,True,0.46,"Essen, Bildung, Musik",AfD
226,22,weiblich,NRW,zentristisch,,nie,Sicherheit,Telegram,7,False,0.79,"Technologie, Sport, Politik",FDP
227,50,weiblich,NRW,liberal,AfD,immer,Steuern,FAZ,7,True,0.27,"Wirtschaft, Essen, Politik",SPD
228,50,weiblich,Sachsen,liberal,CDU,immer,Steuern,Telegram,9,False,0.47,"Technologie, Musik, Politik",Grüne
229,36,männlich,Hessen,progressiv,SPD,immer,Steuern,Tagesschau,2,True,0.92,"Musik, Essen, Bildung",SPD
230,69,weiblich,Hamburg,zentristisch,SPD,gelegentlich,Sicherheit,Telegram,4,False,0.26,"Technologie, Musik, Reisen",CDU
231,41,männlich,Sachsen,zentristisch,SPD,gelegentlich,Bildung,Spiegel,2,False,0.96,"Politik, Essen, Sport",CDU
232,24,männlich,Hamburg,zentristisch,SPD,immer,Klima,TikTok,3,False,0.6,"Klima, Politik, Essen",SPD
233,71,weiblich,Hamburg,progressiv,SPD,immer,Migration,YouTube,5,False,0.31,"Technologie, Wirtschaft, Klima",Linke
234,20,männlich,Sachsen,liberal,,nie,Bildung,TikTok,5,False,0.05,"Politik, Technologie, Klima",FDP
235,26,männlich,Sachsen,liberal,AfD,immer,Migration,YouTube,1,False,0.74,"Sport, Reisen, Politik",Grüne
236,45,männlich,Hamburg,liberal,AfD,immer,Sicherheit,YouTube,4,True,0.61,"Essen, Musik, Bildung",Grüne
237,72,weiblich,Sachsen,liberal,,nie,Migration,Facebook-Gruppen,4,True,0.4,"Essen, Bildung, Technologie",Grüne
238,27,männlich,Berlin,progressiv,CSU,immer,Gesundheit,Spiegel,7,False,0.27,"Reisen, Musik, Essen",Grüne
239,44,weiblich,Bayern,liberal,,nie,Migration,Spiegel,0,True,0.04,"Politik, Musik, Essen",FDP
240,58,weiblich,Berlin,progressiv,SPD,immer,Migration,YouTube,1,True,0.08,"Sport, Reisen, Klima",SPD
241,21,weiblich,Bayern,zentristisch,SPD,immer,Sicherheit,TikTok,10,True,0.61,"Wirtschaft, Sport, Technologie",FDP
242,26,männlich,NRW,konservativ,Grüne,immer,Steuern,YouTube,7,False,0.46,"Klima, Bildung, Reisen",CDU
243,73,männlich,Berlin,konservativ,CDU,gelegentlich,Migration,YouTube,5,True,0.33,"Sport, Klima, Musik",CDU
244,36,männlich,Hamburg,progressiv,,nie,Steuern,TikTok,10,True,0.71,"Bildung, Klima, Sport",SPD
245,22,weiblich,NRW,liberal,Grüne,immer,Migration,Facebook-Gruppen,6,True,0.63,"Bildung, Technologie, Reisen",FDP
246,49,männlich,Hessen,progressiv,FDP,gelegentlich,Sicherheit,Facebook-Gruppen,1,False,0.82,"Essen, Sport, Wirtschaft",Grüne
247,54,männlich,Hamburg,liberal,AfD,gelegentlich,Migration,TikTok,0,False,0.35,"Technologie, Bildung, Sport",Grüne
248,63,männlich,Berlin,zentristisch,SPD,immer,Bildung,YouTube,1,False,0.56,"Wirtschaft, Bildung, Reisen",SPD
249,21,weiblich,NRW,progressiv,FDP,gelegentlich,Klima,Spiegel,3,False,0.1,"Sport, Technologie, Wirtschaft",Grüne
250,30,weiblich,Bayern,konservativ,,nie,Migration,Tagesschau,4,True,0.87,"Reisen, Politik, Technologie",CDU
251,54,weiblich,Sachsen,konservativ,Die Linke,gelegentlich,Gesundheit,TikTok,5,True,0.01,"Politik, Bildung, Musik",CDU
252,57,weiblich,NRW,konservativ,FDP,immer,Sicherheit,Tagesschau,6,False,0.84,"Sport, Klima, Essen",CDU
253,56,weiblich,NRW,liberal,,nie,Klima,Spiegel,9,True,0.54,"Wirtschaft, Politik, Essen",Grüne
254,24,weiblich,Bayern,konservativ,,nie,Sicherheit,TikTok,0,False,0.03,"Technologie, Musik, Wirtschaft",AfD
255,67,männlich,Hamburg,zentristisch,,nie,Klima,YouTube,9,True,0.3,"Klima, Reisen, Musik",FDP
256,74,männlich,Hessen,liberal,CSU,gelegentlich,Steuern,Tagesschau,5,True,0.37,"Sport, Bildung, Essen",SPD
257,68,weiblich,NRW,konservativ,Grüne,immer,Migration,Spiegel,10,False,0.06,"Sport, Bildung, Politik",CDU
258,35,weiblich,NRW,progressiv,CSU,immer,Klima,FAZ,5,True,0.1,"Politik, Musik, Technologie",SPD
259,37,weiblich,Berlin,zentristisch,,nie,Sicherheit,Spiegel,1,False,0.04,"Bildung, Technologie, Wirtschaft",SPD
260,62,weiblich,Sachsen,konservativ,FDP,immer,Sicherheit,TikTok,1,True,0.05,"Musik, Sport, Klima",AfD
261,70,männlich,Bayern,liberal,Grüne,immer,Gesundheit,Telegram,9,False,0.5,"Wirtschaft, Essen, Bildung",Grüne
262,54,weiblich,Bayern,progressiv,CSU,immer,Steuern,Facebook-Gruppen,7,True,0.06,"Politik, Musik, Essen",Linke
263,57,weiblich,Berlin,liberal,CDU,immer,Steuern,Spiegel,8,False,0.37,"Musik, Wirtschaft, Reisen",Grüne
264,50,männlich,Sachsen,progressiv,Grüne,immer,Klima,Telegram,9,False,0.3,"Politik, Wirtschaft, Musik",Grüne
265,62,weiblich,Berlin,progressiv,AfD,immer,Bildung,FAZ,0,True,0.66,"Klima, Technologie, Essen",Linke
266,19,weiblich,NRW,konservativ,SPD,immer,Steuern,FAZ,8,False,0.26,"Reisen, Essen, Technologie",AfD
267,23,männlich,Hamburg,liberal,SPD,immer,Steuern,Facebook-Gruppen,5,False,0.92,"Klima, Essen, Politik",FDP
268,72,weiblich,Bayern,konservativ,Grüne,immer,Klima,Telegram,7,False,0.44,"Politik, Wirtschaft, Musik",CDU
269,71,weiblich,Bayern,progressiv,AfD,immer,Klima,YouTube,5,True,0.19,"Klima, Wirtschaft, Musik",SPD
270,48,männlich,Bayern,konservativ,CDU,immer,Bildung,TikTok,7,False,0.66,"Musik, Sport, Politik",FDP
271,74,männlich,Berlin,progressiv,,nie,Sicherheit,YouTube,7,False,0.59,"Sport, Wirtschaft, Politik",SPD
272,45,männlich,Berlin,zentristisch,Die Linke,gelegentlich,Gesundheit,TikTok,6,True,0.9,"Klima, Musik, Bildung",CDU
273,33,männlich,Hessen,zentristisch,AfD,immer,Gesundheit,TikTok,3,False,0.67,"Sport, Essen, Musik",SPD
274,57,weiblich,Bayern,zentristisch,CDU,immer,Migration,Spiegel,2,True,0.74,"Musik, Klima, Politik",CDU
275,19,männlich,Hessen,zentristisch,SPD,gelegentlich,Klima,Tagesschau,5,True,0.86,"Politik, Wirtschaft, Essen",FDP
276,32,weiblich,Bayern,zentristisch,SPD,gelegentlich,Steuern,FAZ,3,False,0.15,"Wirtschaft, Essen, Technologie",CDU
277,56,weiblich,Hamburg,liberal,AfD,immer,Sicherheit,Spiegel,4,True,0.94,"Technologie, Essen, Bildung",FDP
278,21,weiblich,Berlin,konservativ,Grüne,immer,Sicherheit,YouTube,10,False,0.71,"Reisen, Politik, Sport",FDP
279,70,weiblich,Berlin,progressiv,Die Linke,immer,Klima,TikTok,3,False,0.57,"Essen, Technologie, Bildung",SPD
280,75,weiblich,NRW,liberal,CDU,gelegentlich,Bildung,YouTube,6,True,0.74,"Politik, Wirtschaft, Bildung",SPD
281,51,männlich,Hamburg,progressiv,FDP,immer,Steuern,Tagesschau,6,False,0.24,"Essen, Politik, Bildung",Grüne
282,29,weiblich,Hessen,konservativ,,nie,Migration,YouTube,4,False,0.68,"Essen, Technologie, Klima",CDU
283,25,weiblich,Berlin,progressiv,,nie,Klima,Telegram,3,False,0.85,"Reisen, Politik, Technologie",SPD
284,51,männlich,Bayern,liberal,Grüne,immer,Steuern,FAZ,9,False,0.95,"Politik, Essen, Wirtschaft",Grüne
285,45,männlich,Hamburg,konservativ,,nie,Gesundheit,YouTube,4,False,0.76,"Reisen, Musik, Politik",CDU
286,23,männlich,Hamburg,zentristisch,,nie,Sicherheit,Spiegel,0,True,0.84,"Wirtschaft, Politik, Bildung",FDP
287,49,weiblich,Berlin,liberal,AfD,immer,Gesundheit,Telegram,4,False,0.28,"Klima, Sport, Bildung",FDP
288,52,männlich,Sachsen,zentristisch,,nie,Bildung,Facebook-Gruppen,2,False,0.6,"Reisen, Klima, Essen",CDU
289,72,weiblich,Berlin,progressiv,FDP,immer,Steuern,Tagesschau,2,True,0.98,"Politik, Technologie, Essen",Linke
290,59,weiblich,Bayern,progressiv,,nie,Migration,TikTok,2,False,0.79,"Reisen, Musik, Essen",Grüne
291,50,männlich,Hessen,zentristisch,,nie,Klima,FAZ,9,True,0.37,"Bildung, Musik, Wirtschaft",SPD
292,38,weiblich,NRW,konservativ,,nie,Klima,Tagesschau,1,True,0.76,"Klima, Politik, Wirtschaft",CDU
293,51,männlich,NRW,zentristisch,SPD,gelegentlich,Klima,Tagesschau,7,False,0.65,"Musik, Sport, Bildung",CDU
294,48,männlich,Berlin,progressiv,Grüne,immer,Steuern,FAZ,6,False,0.02,"Politik, Reisen, Sport",Linke
295,41,männlich,Sachsen,liberal,SPD,gelegentlich,Migration,Telegram,1,False,0.81,"Essen, Klima, Bildung",SPD
296,40,weiblich,Hamburg,zentristisch,Die Linke,immer,Sicherheit,Facebook-Gruppen,2,True,0.19,"Klima, Essen, Sport",CDU
297,44,weiblich,Hessen,zentristisch,,nie,Sicherheit,YouTube,0,False,0.84,"Sport, Reisen, Politik",CDU
298,74,männlich,Hamburg,konservativ,FDP,immer,Migration,YouTube,9,True,0.2,"Bildung, Politik, Essen",CDU
299,64,weiblich,Hamburg,zentristisch,,nie,Sicherheit,Spiegel,4,True,0.75,"Politik, Musik, Wirtschaft",FDP
300,20,weiblich,Hamburg,progressiv,,nie,Migration,TikTok,7,True,0.23,"Sport, Politik, Musik",Linke
301,61,weiblich,Berlin,zentristisch,CDU,immer,Steuern,Facebook-Gruppen,7,True,0.4,"Essen, Wirtschaft, Reisen",SPD
302,54,männlich,Hessen,zentristisch,CDU,immer,Klima,TikTok,8,True,0.6,"Klima, Technologie, Reisen",FDP
303,45,männlich,Hamburg,zentristisch,SPD,immer,Migration,Tagesschau,8,True,0.37,"Reisen, Technologie, Wirtschaft",SPD
304,25,männlich,Hamburg,progressiv,FDP,immer,Steuern,YouTube,0,False,0.38,"Musik, Sport, Politik",Grüne
305,52,männlich,Bayern,konservativ,FDP,gelegentlich,Klima,TikTok,7,False,0.18,"Essen, Bildung, Musik",FDP
306,30,männlich,Berlin,liberal,SPD,gelegentlich,Gesundheit,FAZ,7,True,0.27,"Klima, Bildung, Politik",FDP
307,40,weiblich,NRW,progressiv,Grüne,gelegentlich,Sicherheit,FAZ,10,False,0.96,"Technologie, Politik, Bildung",SPD
308,58,männlich,Sachsen,zentristisch,SPD,immer,Klima,Spiegel,9,True,0.4,"Essen, Musik, Reisen",SPD
309,69,weiblich,Berlin,konservativ,Grüne,immer,Gesundheit,FAZ,1,True,0.73,"Wirtschaft, Sport, Essen",CDU
310,75,männlich,Bayern,liberal,SPD,gelegentlich,Bildung,Facebook-Gruppen,10,False,0.67,"Wirtschaft, Bildung, Technologie",Grüne
311,56,männlich,NRW,progressiv,,nie,Gesundheit,Facebook-Gruppen,2,True,0.41,"Essen, Bildung, Reisen",Linke
312,51,weiblich,Sachsen,konservativ,,nie,Klima,FAZ,1,True,0.44,"Klima, Bildung, Technologie",FDP
313,44,weiblich,Sachsen,progressiv,AfD,gelegentlich,Gesundheit,Facebook-Gruppen,2,True,0.72,"Musik, Reisen, Technologie",SPD
314,57,männlich,Sachsen,zentristisch,,nie,Gesundheit,TikTok,10,True,0.75,"Reisen, Klima, Bildung",CDU
315,30,männlich,Berlin,progressiv,FDP,immer,Gesundheit,Telegram,1,True,0.96,"Reisen, Politik, Klima",Linke
316,24,männlich,NRW,liberal,,nie,Klima,Telegram,7,True,0.97,"Sport, Politik, Reisen",Grüne
317,32,männlich,Hamburg,progressiv,,nie,Klima,Facebook-Gruppen,10,False,0.26,"Musik, Bildung, Politik",Linke
318,75,weiblich,Hamburg,konservativ,,nie,Gesundheit,Telegram,5,False,0.88,"Bildung, Wirtschaft, Technologie",FDP
319,60,männlich,Hessen,konservativ,,nie,Migration,Facebook-Gruppen,6,False,0.76,"Bildung, Wirtschaft, Politik",FDP
320,61,weiblich,Hamburg,konservativ,SPD,gelegentlich,Klima,YouTube,2,False,0.68,"Klima, Essen, Politik",CDU
321,25,weiblich,NRW,konservativ,SPD,immer,Steuern,Telegram,8,False,0.43,"Bildung, Klima, Politik",AfD
322,31,weiblich,Sachsen,liberal,AfD,immer,Steuern,Spiegel,7,True,0.03,"Reisen, Wirtschaft, Technologie",Grüne
323,42,männlich,Sachsen,progressiv,,nie,Sicherheit,YouTube,3,True,0.38,"Musik, Reisen, Wirtschaft",Grüne
324,45,weiblich,Hamburg,progressiv,Grüne,immer,Klima,TikTok,1,True,0.34,"Essen, Musik, Bildung",SPD
325,60,weiblich,Bayern,zentristisch,FDP,immer,Klima,Spiegel,1,True,0.81,"Reisen, Klima, Sport",SPD
326,23,weiblich,Hamburg,liberal,,nie,Gesundheit,YouTube,3,False,0.54,"Politik, Klima, Wirtschaft",Grüne
327,59,weiblich,Berlin,liberal,Grüne,immer,Klima,Telegram,5,True,0.59,"Wirtschaft, Politik, Essen",Grüne
328,50,weiblich,Hamburg,zentristisch,Grüne,immer,Steuern,FAZ,8,True,0.47,"Reisen, Essen, Klima",SPD
329,34,männlich,Hessen,liberal,,nie,Sicherheit,Tagesschau,0,True,0.23,"Musik, Technologie, Reisen",SPD
330,47,männlich,Berlin,zentristisch,CSU,gelegentlich,Sicherheit,Spiegel,5,False,0.41,"Musik, Reisen, Bildung",SPD
331,69,weiblich,Berlin,liberal,Grüne,immer,Steuern,FAZ,10,False,0.65,"Technologie, Musik, Bildung",Grüne
332,67,weiblich,Berlin,liberal,,nie,Bildung,TikTok,1,False,0.15,"Reisen, Klima, Bildung",Grüne
333,61,weiblich,Sachsen,konservativ,,nie,Gesundheit,Facebook-Gruppen,5,False,0.28,"Technologie, Sport, Wirtschaft",FDP
334,26,männlich,NRW,progressiv,,nie,Gesundheit,Facebook-Gruppen,0,True,0.53,"Sport, Klima, Essen",Linke
335,20,weiblich,Hessen,zentristisch,,nie,Migration,YouTube,9,False,0.36,"Politik, Reisen, Wirtschaft",CDU
336,50,männlich,Bayern,konservativ,AfD,immer,Sicherheit,Spiegel,4,False,0.9,"Wirtschaft, Essen, Musik",CDU
337,72,männlich,Hessen,progressiv,SPD,gelegentlich,Gesundheit,TikTok,8,True,0.3,"Technologie, Bildung, Musik",SPD
338,72,weiblich,Hessen,zentristisch,Grüne,gelegentlich,Bildung,Facebook-Gruppen,6,True,0.8,"Essen, Technologie, Wirtschaft",FDP
339,20,weiblich,Sachsen,liberal,,nie,Bildung,Tagesschau,7,True,0.68,"Technologie, Klima, Wirtschaft",Grüne
340,29,weiblich,Sachsen,progressiv,,nie,Gesundheit,TikTok,1,True,0.0,"Bildung, Reisen, Wirtschaft",Grüne
341,57,weiblich,Bayern,liberal,,nie,Migration,FAZ,9,True,0.91,"Sport, Bildung, Technologie",SPD
342,30,männlich,Sachsen,zentristisch,,nie,Migration,Telegram,0,False,0.94,"Politik, Sport, Essen",CDU
343,21,männlich,Hamburg,progressiv,Grüne,gelegentlich,Gesundheit,TikTok,7,False,0.34,"Musik, Wirtschaft, Sport",Grüne
344,33,weiblich,Hessen,konservativ,,nie,Steuern,Spiegel,0,True,0.4,"Musik, Essen, Klima",AfD
345,22,weiblich,Hamburg,konservativ,CDU,gelegentlich,Klima,FAZ,4,False,0.25,"Klima, Politik, Reisen",FDP
346,73,männlich,Sachsen,konservativ,AfD,immer,Bildung,Tagesschau,0,False,0.05,"Reisen, Sport, Technologie",AfD
347,37,männlich,NRW,progressiv,,nie,Gesundheit,TikTok,9,True,0.39,"Sport, Musik, Klima",SPD
348,28,männlich,Sachsen,konservativ,,nie,Klima,FAZ,0,True,1.0,"Klima, Musik, Politik",AfD
349,20,weiblich,Berlin,konservativ,CSU,immer,Steuern,Tagesschau,10,True,0.88,"Klima, Politik, Technologie",FDP
350,54,weiblich,Hamburg,progressiv,CDU,gelegentlich,Migration,YouTube,1,True,0.72,"Politik, Klima, Essen",SPD
351,64,weiblich,Hessen,liberal,Grüne,gelegentlich,Klima,FAZ,1,False,0.38,"Politik, Bildung, Reisen",Grüne
352,31,weiblich,NRW,liberal,Grüne,immer,Migration,Telegram,2,False,0.49,"Technologie, Essen, Sport",SPD
353,28,männlich,Berlin,zentristisch,,nie,Bildung,Telegram,6,True,0.13,"Technologie, Musik, Politik",FDP
354,75,männlich,Bayern,konservativ,,nie,Gesundheit,YouTube,0,False,0.11,"Bildung, Wirtschaft, Klima",FDP
355,30,männlich,Sachsen,konservativ,CDU,immer,Klima,Telegram,9,True,0.79,"Sport, Bildung, Klima",CDU
356,73,weiblich,Sachsen,liberal,,nie,Migration,Telegram,10,False,0.47,"Technologie, Wirtschaft, Bildung",FDP
357,44,männlich,Sachsen,zentristisch,,nie,Klima,FAZ,6,True,0.23,"Technologie, Reisen, Musik",FDP
358,64,männlich,Bayern,zentristisch,CDU,immer,Steuern,Tagesschau,6,True,0.88,"Politik, Bildung, Reisen",CDU
359,39,männlich,Hessen,liberal,SPD,immer,Migration,FAZ,7,False,0.82,"Klima, Technologie, Sport",SPD
360,37,männlich,Sachsen,progressiv,SPD,immer,Gesundheit,YouTube,5,False,0.07,"Wirtschaft, Technologie, Reisen",Grüne
361,39,männlich,Sachsen,liberal,SPD,gelegentlich,Sicherheit,TikTok,5,True,0.96,"Essen, Politik, Bildung",FDP
362,68,weiblich,Hessen,zentristisch,CDU,immer,Gesundheit,FAZ,5,True,0.23,"Wirtschaft, Essen, Musik",CDU
363,72,weiblich,Bayern,progressiv,CDU,immer,Sicherheit,YouTube,4,False,0.08,"Musik, Essen, Technologie",SPD
364,40,weiblich,Hessen,liberal,,nie,Steuern,YouTube,0,True,0.36,"Politik, Reisen, Essen",SPD
365,40,männlich,Hamburg,konservativ,CDU,gelegentlich,Gesundheit,Facebook-Gruppen,5,True,0.95,"Wirtschaft, Essen, Politik",AfD
366,34,männlich,Hamburg,zentristisch,CSU,immer,Migration,YouTube,1,True,0.62,"Bildung, Reisen, Politik",FDP
367,47,weiblich,Hamburg,konservativ,Grüne,gelegentlich,Migration,Tagesschau,0,True,0.88,"Technologie, Sport, Musik",FDP
368,48,weiblich,Bayern,liberal,Grüne,immer,Gesundheit,YouTube,5,True,0.8,"Wirtschaft, Technologie, Bildung",Grüne
369,69,weiblich,Hessen,progressiv,CSU,gelegentlich,Bildung,Facebook-Gruppen,9,True,0.91,"Technologie, Reisen, Essen",SPD
370,44,männlich,Hessen,konservativ,,nie,Sicherheit,TikTok,0,True,0.54,"Essen, Bildung, Politik",FDP
371,71,männlich,Hamburg,zentristisch,,nie,Migration,Facebook-Gruppen,3,False,0.75,"Essen, Sport, Technologie",SPD
372,31,männlich,Sachsen,progressiv,,nie,Sicherheit,YouTube,10,True,0.38,"Reisen, Klima, Musik",SPD
373,34,männlich,Hessen,liberal,FDP,gelegentlich,Klima,Tagesschau,7,False,0.28,"Reisen, Klima, Technologie",FDP
374,48,männlich,Berlin,konservativ,CDU,gelegentlich,Migration,FAZ,5,True,0.31,"Wirtschaft, Klima, Musik",FDP
375,43,männlich,Sachsen,konservativ,,nie,Migration,YouTube,7,True,0.82,"Technologie, Bildung, Politik",FDP
376,25,männlich,Bayern,progressiv,CDU,immer,Steuern,Spiegel,4,True,0.73,"Reisen, Klima, Musik",SPD
377,51,weiblich,Hessen,progressiv,,nie,Gesundheit,Facebook-Gruppen,9,False,0.96,"Musik, Technologie, Wirtschaft",Grüne
378,24,weiblich,Berlin,progressiv,FDP,immer,Migration,TikTok,6,False,0.35,"Klima, Technologie, Politik",Grüne
379,49,weiblich,Bayern,liberal,CDU,immer,Klima,TikTok,4,False,0.02,"Politik, Bildung, Klima",FDP
380,38,männlich,Sachsen,konservativ,,nie,Bildung,YouTube,4,False,0.86,"Technologie, Wirtschaft, Bildung",AfD
381,44,männlich,NRW,liberal,,nie,Gesundheit,TikTok,4,True,0.33,"Musik, Sport, Essen",Grüne
382,39,weiblich,Sachsen,konservativ,CDU,immer,Gesundheit,Facebook-Gruppen,4,True,0.09,"Musik, Wirtschaft, Technologie",FDP
383,28,männlich,NRW,konservativ,Grüne,immer,Bildung,Facebook-Gruppen,9,False,0.89,"Wirtschaft, Musik, Essen",FDP
384,74,weiblich,NRW,progressiv,CDU,gelegentlich,Klima,TikTok,9,False,0.29,"Musik, Reisen, Bildung",Grüne
385,68,männlich,Sachsen,liberal,,nie,Bildung,Telegram,0,True,0.83,"Essen, Sport, Politik",FDP
386,44,weiblich,Hessen,zentristisch,FDP,immer,Sicherheit,Spiegel,10,False,0.0,"Politik, Klima, Technologie",CDU
387,32,männlich,Hessen,konservativ,,nie,Gesundheit,TikTok,3,True,0.86,"Bildung, Technologie, Musik",CDU
388,26,männlich,Bayern,liberal,,nie,Steuern,Telegram,5,True,0.51,"Wirtschaft, Musik, Essen",Grüne
389,69,männlich,Hessen,konservativ,SPD,immer,Bildung,Facebook-Gruppen,1,True,0.47,"Technologie, Politik, Sport",CDU
390,56,männlich,Hessen,liberal,AfD,immer,Steuern,Facebook-Gruppen,9,False,0.3,"Wirtschaft, Klima, Technologie",FDP
391,19,männlich,Bayern,liberal,,nie,Bildung,Tagesschau,0,True,0.85,"Politik, Bildung, Wirtschaft",FDP
392,58,männlich,Hamburg,konservativ,SPD,gelegentlich,Bildung,FAZ,0,False,0.98,"Klima, Technologie, Wirtschaft",FDP
393,18,männlich,Hessen,progressiv,FDP,immer,Sicherheit,TikTok,2,True,0.34,"Musik, Essen, Bildung",SPD
394,56,männlich,NRW,konservativ,FDP,immer,Sicherheit,Facebook-Gruppen,7,False,0.88,"Bildung, Musik, Wirtschaft",AfD
395,68,weiblich,NRW,liberal,CSU,immer,Sicherheit,FAZ,6,True,0.71,"Musik, Sport, Technologie",Grüne
396,42,männlich,Hamburg,zentristisch,AfD,immer,Steuern,Facebook-Gruppen,6,True,0.7,"Essen, Reisen, Sport",SPD
397,66,weiblich,Hamburg,konservativ,CDU,immer,Gesundheit,Tagesschau,5,False,0.97,"Klima, Technologie, Wirtschaft",FDP
398,51,weiblich,Hamburg,progressiv,FDP,immer,Steuern,Telegram,2,False,0.13,"Klima, Bildung, Sport",SPD
399,48,weiblich,Hessen,liberal,,nie,Klima,Facebook-Gruppen,7,False,0.41,"Musik, Bildung, Wirtschaft",Grüne
400,55,männlich,NRW,konservativ,,nie,Steuern,Telegram,8,False,0.96,"Technologie, Essen, Bildung",FDP
401,73,männlich,Berlin,zentristisch,Grüne,immer,Migration,TikTok,5,False,0.84,"Politik, Essen, Wirtschaft",FDP
402,46,männlich,Bayern,konservativ,CDU,immer,Steuern,Tagesschau,9,True,0.07,"Bildung, Politik, Wirtschaft",FDP
403,70,männlich,Sachsen,liberal,SPD,immer,Bildung,YouTube,7,False,0.46,"Essen, Wirtschaft, Reisen",SPD
404,73,männlich,NRW,konservativ,FDP,immer,Bildung,FAZ,3,True,0.03,"Klima, Politik, Technologie",FDP
405,45,weiblich,Sachsen,zentristisch,SPD,gelegentlich,Sicherheit,YouTube,4,False,0.09,"Bildung, Klima, Wirtschaft",SPD
406,57,weiblich,Berlin,progressiv,AfD,immer,Bildung,TikTok,4,True,0.78,"Musik, Politik, Reisen",Grüne
407,41,männlich,Bayern,zentristisch,,nie,Sicherheit,Spiegel,1,False,0.05,"Reisen, Bildung, Essen",CDU
408,62,männlich,Hessen,konservativ,CDU,immer,Gesundheit,FAZ,7,True,0.37,"Politik, Sport, Klima",AfD
409,24,weiblich,Sachsen,zentristisch,,nie,Migration,Telegram,3,False,0.29,"Wirtschaft, Reisen, Bildung",SPD
410,63,weiblich,Bayern,konservativ,CDU,immer,Migration,TikTok,10,False,0.72,"Bildung, Musik, Essen",FDP
411,49,männlich,Bayern,liberal,Grüne,immer,Sicherheit,Telegram,2,True,0.9,"Klima, Bildung, Sport",Grüne
412,44,männlich,Sachsen,liberal,CDU,immer,Klima,TikTok,0,False,0.47,"Reisen, Klima, Essen",SPD
413,42,männlich,Hessen,liberal,Grüne,immer,Bildung,YouTube,7,False,0.67,"Musik, Klima, Essen",Grüne
414,19,weiblich,NRW,liberal,AfD,gelegentlich,Sicherheit,YouTube,10,True,0.97,"Sport, Politik, Musik",FDP
415,42,weiblich,Sachsen,konservativ,CDU,immer,Gesundheit,Telegram,8,True,0.78,"Wirtschaft, Bildung, Technologie",CDU
416,34,weiblich,Bayern,zentristisch,CDU,immer,Gesundheit,FAZ,9,False,0.28,"Wirtschaft, Musik, Sport",FDP
417,53,männlich,Sachsen,progressiv,,nie,Bildung,YouTube,2,False,0.44,"Sport, Bildung, Wirtschaft",Linke
418,22,weiblich,NRW,progressiv,SPD,immer,Steuern,Tagesschau,9,True,0.37,"Essen, Technologie, Musik",Grüne
